dt,main_aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2024-02-14 17:00:00,2,260.35,0.51,1.61,82.97,0.84,0.5,1.06,1.11
2024-02-14 18:00:00,2,260.35,0.52,1.61,82.25,0.86,0.5,1.02,1.09
2024-02-14 19:00:00,2,260.35,0.43,1.35,82.97,0.81,0.5,0.97,0.88
2024-02-14 20:00:00,2,260.35,0.36,1.35,83.69,0.85,0.5,0.95,0.79
2024-02-14 21:00:00,2,260.35,0.31,1.65,83.69,0.97,0.5,0.96,0.83
2024-02-14 22:00:00,2,267.03,0.19,2.51,82.97,1.12,0.5,1.06,1.11
2024-02-14 23:00:00,2,277.04,0.02,3.6,81.54,1.27,0.5,1.22,1.52
2024-02-15 00:00:00,2,280.38,0,4.07,80.82,1.45,0.5,1.38,1.84
2024-02-15 01:00:00,2,287.06,0,4.54,79.39,1.73,0.57,1.67,2.31
2024-02-15 02:00:00,2,290.39,0,4.97,77.96,1.97,0.69,2.17,3.04
2024-02-15 03:00:00,2,293.73,0,5.31,76.53,2.18,0.84,2.72,3.77
2024-02-15 04:00:00,2,307.08,0,7.54,70.81,2.89,1.21,4.01,5.57
2024-02-15 05:00:00,2,323.77,0,9.51,64.37,2.98,1.61,4.85,7.92
2024-02-15 06:00:00,1,333.79,0,10.8,58.65,2.98,2.03,5.29,9.75
2024-02-15 07:00:00,1,347.14,0,12.51,54.36,3.28,2.58,6.15,10.89
2024-02-15 08:00:00,1,357.15,0,14.74,50.78,3.87,3.22,7.34,11.91
2024-02-15 09:00:00,1,370.5,0,16.79,47.92,4.59,3.9,8.79,13.05
2024-02-15 10:00:00,1,380.52,0.01,18.51,45.06,5.42,4.59,10.14,13.93
2024-02-15 11:00:00,1,390.53,0.01,20.56,43.63,7.27,5.34,11.08,13.68
2024-02-15 12:00:00,1,397.21,0.01,23.31,46.49,10.13,6.02,11.7,11.27
2024-02-15 13:00:00,1,380.52,0.02,20.74,57.22,10.25,5.99,10.35,6.71
2024-02-15 14:00:00,2,370.5,0.3,18.85,62.23,9.3,7.14,10.88,4.43
2024-02-15 15:00:00,2,350.48,0.69,18.34,62.23,8.94,9.12,12.53,3.39
2024-02-15 16:00:00,2,317.1,0.87,15.59,67.23,8.94,8.67,10.92,2.06
2024-02-15 17:00:00,2,303.75,0.91,11.82,72.24,6.68,6.94,8.25,1.63
2024-02-15 18:00:00,2,297.07,0.69,9.25,76.53,4.05,5.71,6.55,1.41
2024-02-15 19:00:00,2,303.75,0.5,10.71,74.39,3.58,5.84,6.53,1.35
2024-02-15 20:00:00,2,300.41,0.4,10.63,75.1,3.07,4.6,5.04,1.03
2024-02-15 21:00:00,2,283.72,0.15,7.71,77.96,2.41,3.22,3.52,0.89
2024-02-15 22:00:00,2,287.06,0.05,7.8,77.96,2.41,2.8,3.12,1.01
2024-02-15 23:00:00,2,300.41,0,9.51,75.82,3.1,2.82,3.43,1.46
2024-02-16 00:00:00,2,313.76,0,12,71.53,4.35,3.15,4.66,1.95
2024-02-16 01:00:00,2,330.45,0,15.08,63.66,6.02,3.83,6.33,2.47
2024-02-16 02:00:00,1,353.81,0,17.82,55.79,5.84,5.23,6.99,2.28
2024-02-16 03:00:00,2,330.45,0,13.2,62.23,2.95,4.43,5.2,1.47
2024-02-16 04:00:00,2,270.37,0,3.51,67.95,0.75,0.68,1.05,0.76
2024-02-16 05:00:00,2,253.68,0,1.56,64.37,0.39,0.5,0.71,0.59
